,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q1_2,Q1_3,Q1_4,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q8,Q43_1,Q43_2,Q43_3,Q9_1,Q9_2,Q9_3,Q9_4,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q18_1,Q18_2,Q18_3,Q18_4,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q21,Q22,Q23,Q24,Q25
58,25/8/2020 07:24,25/8/2020 21:55,0,58.176.244.59,100,52237,1,25/8/2020 21:55,R_1M4ij1Dn0GlYh59,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,2,2,2,4,2,4,2,2,3,1,1,2,2,2,3,1,2,2,2,1,2,1,2,4,2,2,4,3,2,2,3,2,,,,1,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,3,1,2,3,1,3,2,19,3,2,1
59,26/8/2020 00:26,26/8/2020 00:35,0,223.16.3.33,100,530,1,26/8/2020 00:35,R_OetvdJqyok7x2TL,,,,,22.27949524,114.1459961,anonymous,EN,1,2,3,4,4,2,3,1,4,4,4,4,1,1,3,2,2,4,1,3,2,2,2,2,1,2,3,5,2,5,3,2,4,2,2,,,,1,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,4,1,2,3,3,2,1,19,6,1,1
60,26/8/2020 00:48,26/8/2020 00:52,0,219.76.38.30,100,231,1,26/8/2020 00:52,R_2vYyx00bnct9er8,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,5,3,3,3,23,6,3,1
61,25/8/2020 01:48,26/8/2020 01:14,0,110.235.32.71,100,84374,1,26/8/2020 01:14,R_RdWE2fH2ypQffoZ,,,,,22.27949524,114.1459961,anonymous,EN,2,3,2,3,2,2,2,2,3,2,2,3,3,2,2,3,2,3,3,3,2,3,3,2,2,2,3,3,2,3,3,3,2,3,2,,,,2,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,20,6,3,1
62,26/8/2020 23:07,26/8/2020 23:15,0,182.239.117.190,100,467,1,26/8/2020 23:15,R_2S35q13ErfB47oL,,,,,22.27949524,114.1459961,anonymous,EN,2,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,1,1,1,1,3,1,1,2,1,3,3,2,2,1,1,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,3,3,3,3,3,3,1,22,6,4,1
63,26/8/2020 23:50,26/8/2020 23:56,0,113.254.176.246,100,342,1,26/8/2020 23:56,R_3iDzWfAPU0DocS9,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,2,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,4,4,4,4,2,2,2,2,2,,,,1,1,1,3,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,,,,,2,1,1,1,3,3,3,3,3,3,3,3,2,3,2,21,6,3,1
64,27/8/2020 00:50,27/8/2020 00:56,0,223.255.165.246,100,360,1,27/8/2020 00:56,R_1MMA9AFcpWUMFQV,,,,,22.27949524,114.1459961,anonymous,EN,2,3,3,4,2,2,2,2,2,2,2,4,2,1,2,2,2,1,4,2,2,2,4,2,1,2,2,4,3,4,4,4,2,2,1,1,2,1,1,1,1,2,1,3,2,1,2,1,1,1,3,1,1,1,3,3,1,1,2,,,,,1,1,1,1,2,3,3,2,2,2,2,4,3,3,2,21,6,3,1
65,27/8/2020 01:40,27/8/2020 01:43,0,223.197.186.226,100,158,1,27/8/2020 01:43,R_2QPREfGo6AanRtT,,,,,22.27949524,114.1459961,anonymous,EN,1,1,1,1,2,1,2,2,2,1,1,3,1,1,2,4,2,1,2,2,2,2,1,1,1,1,1,1,2,3,3,2,2,2,2,,,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,5,3,2,3,2,2,4,3,4,3,23,4,3,1
66,27/8/2020 10:19,27/8/2020 10:25,0,218.250.238.145,100,313,1,27/8/2020 10:25,R_1LTHmnHBZ7Ca6kh,,,,,22.27949524,114.1459961,anonymous,EN,1,2,2,2,2,1,2,2,2,2,2,3,2,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,1,2,2,1,2,2,2,1,1,2,,,,,2,,,,,2,,,,,4,2,3,3,3,3,3,3,3,3,3,3,2,2,1,21,6,2,1
67,27/8/2020 10:26,27/8/2020 10:31,0,218.250.32.52,100,257,1,27/8/2020 10:31,R_2drSmhbjMBKZz2W,,,,,22.27949524,114.1459961,anonymous,EN,1,2,2,3,1,2,3,2,4,2,2,2,2,1,2,2,1,2,2,2,2,3,3,2,1,3,2,2,2,3,3,2,2,2,1,3,3,3,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,3,3,3,4,2,3,3,20,6,3,1
68,27/8/2020 19:50,27/8/2020 19:54,0,59.149.124.25,100,229,1,27/8/2020 19:54,R_3KHoLcp1lpf3HeT,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,1,3,4,1,3,3,2,3,1,1,2,2,1,3,1,1,3,3,3,2,,,,,4,4,4,4,2,2,3,2,2,2,2,3,2,2,1,22,6,4,1
69,28/8/2020 05:17,28/8/2020 05:20,0,219.78.167.231,100,211,1,28/8/2020 05:20,R_22MrBQPuPDz8DJi,,,,,22.3999939,114.2333069,anonymous,EN,2,2,2,2,2,2,3,3,2,2,2,4,3,3,2,5,2,2,3,2,2,2,2,2,2,4,4,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,2,2,2,4,2,3,1,21,6,4,1
70,23/8/2020 02:52,23/8/2020 02:52,0,210.6.24.29,4,9,0,30/8/2020 02:52,R_yTKFlocYYbZx4sN,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,24/8/2020 23:17,24/8/2020 23:17,0,50.71.64.44,4,3,0,31/8/2020 23:17,R_3DJuUB1YUnLP9IJ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,24/8/2020 23:23,24/8/2020 23:23,0,220.86.232.19,4,6,0,31/8/2020 23:23,R_3eqvZD22FKwWysa,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,24/8/2020 23:39,24/8/2020 23:39,0,91.193.7.41,4,3,0,31/8/2020 23:39,R_QnY31f8RoKjII0N,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,24/8/2020 23:45,24/8/2020 23:45,0,49.130.209.224,4,5,0,31/8/2020 23:46,R_2Uc7gj4arsyvua0,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,25/8/2020 00:03,25/8/2020 00:03,0,123.203.25.101,4,2,0,1/9/2020 00:03,R_1KfC7ZvBA3cljCw,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,25/8/2020 00:18,25/8/2020 00:18,0,223.17.33.157,4,13,0,1/9/2020 00:18,R_2abomNBQpeaNiun,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,25/8/2020 01:40,25/8/2020 01:40,0,125.59.170.3,4,2,0,1/9/2020 01:40,R_QaWZUnCTNZnkPjr,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,25/8/2020 01:50,25/8/2020 01:51,0,219.78.160.30,4,44,0,1/9/2020 01:51,R_3qsobNf8kYinZGX,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,25/8/2020 01:51,25/8/2020 01:51,0,221.127.62.170,4,4,0,1/9/2020 01:51,R_1jAJVnrM1GuMshb,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,25/8/2020 05:07,25/8/2020 05:07,0,112.119.134.45,4,1,0,1/9/2020 05:07,R_3qaQIiSTkRY4g6M,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,25/8/2020 07:06,25/8/2020 07:06,0,113.255.215.47,4,12,0,1/9/2020 07:06,R_egSbjWNM7RLFSQV,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,25/8/2020 07:26,25/8/2020 07:26,0,14.0.227.173,4,6,0,1/9/2020 07:26,R_3lDm0fFFKeqhVeM,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,25/8/2020 07:26,25/8/2020 07:28,0,14.198.72.214,36,132,0,1/9/2020 07:28,R_2YKCFLHljbWVtJ8,,,,,,,anonymous,EN,1,1,1,2,4,1,1,2,1,1,1,2,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,2,3,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,25/8/2020 10:36,25/8/2020 10:36,0,58.152.252.131,4,2,0,1/9/2020 10:37,R_2AFtClIDiAtQoX2,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,25/8/2020 20:54,25/8/2020 20:56,0,14.0.164.237,39,81,0,1/9/2020 20:56,R_1M591ZgKdcfoZQ1,,,,,,,anonymous,EN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,25/8/2020 20:56,25/8/2020 20:56,0,14.0.164.237,4,2,0,1/9/2020 20:56,R_1LS8tuUftpsT4pa,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,26/8/2020 10:09,26/8/2020 10:11,0,168.70.47.58,21,100,0,2/9/2020 10:11,R_21FlfopNtzQf6HC,,,,,,,anonymous,EN,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,26/8/2020 22:55,26/8/2020 22:55,0,14.199.38.61,4,4,0,2/9/2020 22:55,R_1f9sTUBVeZcW3jR,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,26/8/2020 23:13,26/8/2020 23:13,0,218.252.118.39,4,3,0,2/9/2020 23:13,R_2CJpQkltroldK8W,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,26/8/2020 23:19,26/8/2020 23:19,0,182.239.90.210,4,15,0,2/9/2020 23:20,R_3dJGur0W0lK6F1V,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,27/8/2020 01:29,27/8/2020 01:29,0,14.198.74.232,4,5,0,3/9/2020 01:29,R_3lEzonxFPmvdf4N,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,27/8/2020 07:31,27/8/2020 07:31,0,59.149.149.87,4,3,0,3/9/2020 07:31,R_3GdK0dArD6tpErC,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,27/8/2020 08:52,27/8/2020 08:52,0,59.149.124.25,4,4,0,3/9/2020 08:52,R_1JR3Yd53gwfhO6n,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,27/8/2020 09:13,27/8/2020 09:14,8,59.149.124.25,4,9,0,3/9/2020 09:14,R_3lWeIMDeascej3U,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,27/8/2020 08:51,27/8/2020 09:57,0,137.189.202.24,4,3970,0,3/9/2020 09:58,R_2Xp8PmYdeTTcxy9,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,29/8/2020 08:00,29/8/2020 08:03,0,168.70.113.227,4,158,0,5/9/2020 08:03,R_2s4NjFMswm0gPi1,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,9/9/2020 11:30,9/9/2020 11:41,0,61.18.214.177,100,661,1,9/9/2020 11:41,R_SZEtLvpqDbs7jGh,,,,,22.25,114.1499939,anonymous,EN,2,2,2,1,2,3,2,3,3,1,2,3,1,2,2,2,1,3,2,2,3,3,3,1,1,3,2,2,4,2,4,2,3,2,2,,,,2,2,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,4,3,3,2,22,6,5,1
98,10/9/2020 04:23,10/9/2020 04:28,0,45.64.241.106,100,292,1,10/9/2020 04:28,R_3J7NLlqyPnLpxwN,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,1,1,4,3,1,3,2,2,2,1,1,3,2,1,2,1,3,2,1,2,1,2,1,1,1,2,1,1,1,3,3,3,3,3,3,3,3,2,3,2,20,3,4,1
99,10/9/2020 05:47,10/9/2020 05:51,0,42.2.154.2,100,194,1,10/9/2020 05:51,R_3npJL6dH3ANVeqa,,,,,22.27949524,114.1459961,anonymous,EN,2,2,1,3,2,2,3,2,2,2,2,3,2,2,2,2,1,2,3,2,2,2,2,2,1,3,4,2,2,4,2,3,2,2,1,3,2,1,2,1,3,2,1,3,3,2,2,2,1,3,2,1,1,1,3,3,1,1,2,,,,,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,19,7,2,1
100,10/9/2020 05:49,10/9/2020 05:55,0,49.130.32.62,100,372,1,10/9/2020 05:55,R_12zlsULEW5pg3D7,,,,,22.27949524,114.1459961,anonymous,EN,2,1,2,3,4,1,4,2,4,2,2,4,1,2,2,1,2,3,4,1,2,2,2,2,1,3,2,4,2,4,4,2,2,2,1,3,2,1,1,1,2,4,1,3,4,1,1,3,1,4,2,1,2,1,4,2,1,2,2,,,,,2,2,1,2,2,4,4,2,4,2,2,2,2,3,2,20,1,3,1
101,10/9/2020 05:53,10/9/2020 06:01,0,14.0.228.163,100,505,1,10/9/2020 06:01,R_1K3eGgtzliWMoLj,,,,,22.27949524,114.1459961,anonymous,EN,1,1,1,4,2,1,3,2,4,2,3,4,1,1,1,1,1,5,5,1,1,3,4,1,1,5,5,5,5,4,5,1,5,1,2,,,,1,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,3,4,4,5,2,2,2,20,3,3,1
102,10/9/2020 05:57,10/9/2020 06:04,0,14.0.236.108,100,472,1,10/9/2020 06:04,R_0q5wH73DKyC02u5,,,,,22.27949524,114.1459961,anonymous,EN,3,2,3,3,3,4,1,2,4,3,3,4,2,1,3,4,3,2,3,3,2,2,3,2,2,1,2,3,5,3,3,3,2,3,1,1,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,3,3,3,5,2,4,1,19,4,3,1
103,10/9/2020 06:06,10/9/2020 06:13,0,14.0.172.79,100,474,1,10/9/2020 06:13,R_3qkUJGdWpcIbsul,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,3,4,2,4,1,3,2,2,3,1,1,1,1,1,1,1,1,2,3,2,1,2,3,2,3,2,2,1,2,2,1,2,,,,3,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,,,,,1,1,1,1,2,4,2,2,4,2,2,3,3,3,2,19,3,3,1
104,10/9/2020 06:16,10/9/2020 06:20,0,182.239.88.173,100,243,1,10/9/2020 06:20,R_1FJn6h3oKqK6g43,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,1,3,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,3,3,3,2,3,2,2,1,1,1,1,4,1,2,1,2,2,1,2,2,1,1,1,1,4,1,1,1,1,4,3,1,1,2,,,,,1,1,1,1,2,3,3,2,2,2,2,4,2,3,2,20,1,3,1
105,10/9/2020 06:34,10/9/2020 06:37,0,110.235.47.206,100,176,1,10/9/2020 06:37,R_3Dw0dkeqF5iGl77,,,,,22.27949524,114.1459961,anonymous,EN,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,3,1,1,2,2,2,2,2,2,2,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,3,2,1,3,3,1,1,1,1,1,1,1,1,1,1,2,,,,,1,1,1,1,3,4,2,2,2,3,2,4,2,3,2,20,6,2,1
106,11/9/2020 03:03,11/9/2020 03:07,0,61.238.107.33,100,237,1,11/9/2020 03:07,R_BMo8iEVJCAy0XRf,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,3,3,2,3,3,3,4,4,4,2,2,2,2,2,3,4,2,2,2,2,2,2,3,3,2,2,3,3,2,1,2,1,2,2,1,1,1,5,4,1,4,4,1,1,1,1,3,2,1,1,1,3,2,2,1,2,,,,,1,1,1,1,2,3,3,2,2,2,2,4,2,3,2,21,2,4,1
107,11/9/2020 06:44,11/9/2020 06:48,0,123.202.65.84,100,246,1,11/9/2020 06:48,R_3MQbRFuNcsUpFRG,,,,,22.31669617,114.1832886,anonymous,EN,2,2,2,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,3,4,1,1,1,4,2,3,4,2,2,1,1,1,1,1,1,1,1,1,3,1,3,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,1,21,4,4,1
108,11/9/2020 06:54,11/9/2020 06:57,0,182.239.85.222,100,197,1,11/9/2020 06:57,R_8uClwYOWOtcydDX,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,3,2,2,1,2,3,3,3,3,1,2,1,3,1,2,2,2,2,3,3,1,1,2,3,2,3,3,3,1,2,3,1,1,1,1,1,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,3,3,3,3,2,3,1,21,4,4,1
109,10/9/2020 05:41,10/9/2020 05:42,0,183.179.232.153,21,55,0,17/9/2020 05:42,R_1pyufctuaPhrKiW,,,,,,,anonymous,EN,2,2,2,2,3,2,3,3,2,3,2,2,2,2,2,3,1,2,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,10/9/2020 05:52,10/9/2020 05:53,0,42.2.88.207,4,7,0,17/9/2020 05:53,R_1rqdLc5OYs7pz0Z,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,11/9/2020 02:56,11/9/2020 03:00,0,219.73.67.173,21,254,0,18/9/2020 03:00,R_31GCFVxmcASJWjN,,,,,,,anonymous,EN,1,2,2,3,2,3,2,2,3,2,2,2,2,1,2,4,2,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,25/9/2020 02:52,25/9/2020 03:02,0,112.119.95.242,100,650,1,25/9/2020 03:02,R_XXooGCWjIyg2igp,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,2,3,2,3,2,2,3,2,2,2,2,3,3,2,3,4,3,2,2,3,2,3,2,2,4,3,3,2,1,2,2,1,3,3,1,1,2,2,2,1,4,2,1,2,1,1,3,4,1,3,1,3,4,1,3,2,,,,,2,2,1,1,2,2,2,3,3,2,3,4,1,3,2,20,3,3,1
113,25/9/2020 03:17,25/9/2020 03:22,0,124.217.189.166,100,328,1,25/9/2020 03:22,R_9sh8NC4WKCzR7oZ,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,3,2,2,2,2,1,1,1,1,2,2,2,3,2,2,2,1,2,2,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,2,2,2,2,2,2,1,22,3,4,1
114,25/9/2020 03:21,25/9/2020 03:26,0,219.78.184.155,100,317,1,25/9/2020 03:26,R_1pMe8sOPPTp0yQY,,,,,22.27949524,114.1459961,anonymous,EN,1,1,1,2,2,2,3,3,2,2,2,3,3,1,2,2,2,3,4,2,2,2,2,2,2,2,3,3,2,2,2,1,1,1,1,2,1,1,2,2,2,3,1,3,3,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,22,3,4,1
115,25/9/2020 03:25,25/9/2020 03:41,0,112.119.95.242,100,973,1,25/9/2020 03:41,R_2P7taHfBjPsalga,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,3,2,3,3,2,4,2,2,4,2,2,2,3,2,3,4,2,3,2,3,1,2,2,3,2,2,3,2,2,2,2,1,3,3,1,1,1,1,2,1,3,1,3,2,1,1,3,3,1,1,1,3,3,1,1,2,,,,,2,2,1,1,3,3,3,3,3,3,3,4,1,2,2,20,1,2,1
116,25/9/2020 04:38,25/9/2020 04:41,0,14.0.224.114,100,178,1,25/9/2020 04:41,R_31mCTNKTpdGiP65,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,3,3,2,2,2,3,2,2,2,3,3,2,2,2,3,3,2,2,,,,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,2,2,2,25,3,4,1
117,25/9/2020 04:54,25/9/2020 04:59,0,119.236.242.120,100,332,1,25/9/2020 04:59,R_2YS0Z1KMQQiJLc4,,,,,22.31669617,114.166687,anonymous,EN,1,1,1,1,3,2,2,2,2,2,2,3,1,1,2,2,1,2,4,1,2,2,3,1,1,2,2,3,2,1,2,1,1,1,2,,,,1,1,2,2,1,2,2,2,1,1,1,5,4,2,2,1,4,4,2,2,2,,,,,1,1,1,1,2,2,2,2,3,2,2,4,2,2,2,19,1,1,1
118,25/9/2020 06:03,25/9/2020 06:08,0,14.0.169.133,100,307,1,25/9/2020 06:08,R_1QyAThW5fnDCzTV,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,2,3,3,3,2,3,2,2,4,2,2,3,3,2,2,3,3,2,3,3,1,2,2,3,4,3,3,3,2,2,1,1,2,2,1,1,1,2,2,1,3,2,2,2,1,1,3,3,1,2,1,2,2,1,2,2,,,,,2,1,1,1,2,2,2,2,3,2,2,3,1,3,1,21,3,4,1
119,25/9/2020 06:08,25/9/2020 06:13,0,14.0.169.133,100,292,1,25/9/2020 06:13,R_2xQ9PxP7qHtZ6jX,,,,,22.27949524,114.1459961,anonymous,EN,2,1,2,2,3,3,3,2,3,2,2,4,2,2,3,3,2,3,4,3,2,2,3,2,2,2,3,4,3,3,4,2,2,2,2,,,,1,1,2,1,1,2,1,1,2,1,1,2,2,1,1,1,2,2,1,1,2,,,,,2,1,1,2,2,2,2,2,3,2,2,4,2,3,1,20,6,3,1
120,26/9/2020 01:28,26/9/2020 01:32,0,112.118.10.82,100,239,1,26/9/2020 01:32,R_DAIJMqc17B9DyAV,,,,,22.31669617,114.1832886,anonymous,EN,1,2,2,2,3,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,3,3,2,2,2,1,2,1,1,3,2,2,2,1,2,3,2,1,1,1,2,2,1,3,1,3,2,1,1,2,,,,,1,1,1,1,4,4,4,3,3,3,3,5,3,3,2,20,5,4,1
121,25/9/2020 05:53,26/9/2020 07:23,0,119.246.235.207,100,91766,1,26/9/2020 07:23,R_3oTLaMdiXTgv8l4,,,,,22.27949524,114.1459961,anonymous,EN,2,2,2,3,3,3,3,2,3,2,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,3,2,3,2,3,3,3,3,3,2,,,,1,1,2,2,1,1,2,2,1,1,2,,,,,2,,,,,2,,,,,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,20,3,3,1
