StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q1_2,Q1_3,Q1_4,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q8,Q43_1,Q43_2,Q43_3,Q9_1,Q9_2,Q9_3,Q9_4,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q18_1,Q18_2,Q18_3,Q18_4,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q21,Q22,Q23,Q24,Q25
2020-08-24 23:26:59,2020-08-24 23:39:42,IP Address,1.64.195.12,100,762,True,2020-08-24 23:39:43,R_3Gq539CkUdpUT9G,,,,,22.4333038330078125,114.033294677734375,anonymous,EN,同意,同意,同意,中立,同意,同意,中立,同意,不同意,同意,中立,中立,同意,同意,中立,中立,同意,中立,同意,同意,同意,中立,不同意,同意,同意,中立,不同意,中立,1-3次,不同意,同意,同意,同意,同意,沒有,,,,從不,從不,每日1-2小時,每日3-4小時,有,從不,每日1-2小時,每日1小時內,從不,每日1小時內,有,從不,從不,從不,從不,有,從不,每10至30個帖子會表達反應／留言／分享一次,從不,每10至30個帖子會表達反應／留言／分享一次,沒有,,,,,從不,每30個以上帖子表達反應／留言／分享一次,從不,從不,信任,中立,中立,信任,信任,中立,信任,中立,信任,中立,女,18,醫學院,Year 2,學士
2020-08-24 23:23:13,2020-08-24 23:40:50,IP Address,66.115.147.73,100,1057,True,2020-08-24 23:40:50,R_2zTnL2XF8XyFjnr,,,,,49.282501220703125,-123.1291046142578125,anonymous,EN,非常同意,非常同意,同意,同意,同意,同意,同意,同意,中立,同意,同意,不同意,中立,同意,同意,同意,非常同意,中立,同意,同意,同意,不同意,同意,同意,同意,中立,非常同意,中立,1-3次,中立,非常同意,中立,同意,非常同意,沒有,,,,從不,從不,每日1-2小時,每日3-4小時,有,每日1小時內,每日1-2小時,每日3-4小時,每日1-2小時,每日1小時內,有,從不,從不,從不,從不,有,每5至10個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每30個以上帖子表達反應／留言／分享一次,沒有,,,,,每30個以上帖子表達反應／留言／分享一次,從不,從不,從不,信任,不信任,中立,信任,中立,信任,信任,中立,非常信任,中立,女,19,理學院,Year 2,學士
2020-08-24 23:34:48,2020-08-24 23:41:20,IP Address,14.0.180.160,100,392,True,2020-08-24 23:41:21,R_3DbXOJpPR86K2TV,,,,,22.2794952392578125,114.14599609375,anonymous,EN,非常同意,非常同意,非常同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,非常同意,非常同意,非常同意,非常同意,同意,非常同意,同意,同意,同意,中立,非常同意,非常同意,非常同意,非常同意,同意,4-5次,同意,同意,非常同意,非常同意,非常同意,有,每5至10個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,從不,從不,從不,從不,每日3-4小時,沒有,,,,,,,,,,,,,,,,,,,,,,,,,信任,信任,信任,信任,信任,信任,信任,中立,非常信任,中立,男,21,文學院,Year 3,學士
2020-08-24 23:34:14,2020-08-24 23:44:27,IP Address,223.17.9.28,100,613,True,2020-08-24 23:44:27,R_1NwicdNtkj3Fhye,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,中立,同意,非常同意,不同意,非常同意,非常同意,非常同意,同意,非常同意,非常同意,非常同意,非常同意,非常不同意,非常同意,非常不同意,不同意,非常同意,非常同意,非常同意,中立,非常同意,非常同意,中立,不同意,不同意,1-3次,不同意,不同意,不同意,不同意,非常同意,沒有,,,,每日1小時內,每日1小時內,每日1小時內,每日3-4小時,有,每日1小時內,每日1小時內,每日1小時內,從不,從不,有,每10至30個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每30個以上帖子表達反應／留言／分享一次,有,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每30個以上帖子表達反應／留言／分享一次,有,每30個以上帖子表達反應／留言／分享一次,從不,從不,從不,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,男,24,理學院,Year 5,學士
2020-08-24 23:42:56,2020-08-24 23:47:40,IP Address,14.198.50.106,100,284,True,2020-08-24 23:47:41,R_2aEIbRAGoJtJnp1,,,,,22.283294677734375,114.216705322265625,anonymous,EN,非常同意,非常同意,非常同意,中立,同意,非常同意,同意,同意,同意,同意,同意,中立,非常同意,非常同意,同意,同意,非常同意,非常同意,不同意,同意,同意,中立,同意,非常同意,同意,非常同意,中立,中立,4-5次,同意,同意,非常同意,非常同意,中立,有,從不,從不,從不,每日1小時內,從不,從不,每日3-4小時,沒有,,,,,,,,,,,,,,,,,,,,,,,,,信任,中立,信任,信任,中立,信任,信任,不信任,信任,中立,男,22,工程學院,Year 4,學士
2020-08-24 23:45:34,2020-08-24 23:51:11,IP Address,219.78.38.2,100,336,True,2020-08-24 23:51:11,R_2YYqxwlkR01nEOF,,,,,22.2794952392578125,114.14599609375,anonymous,EN,非常同意,非常同意,同意,中立,同意,同意,中立,同意,不同意,中立,同意,中立,同意,非常同意,同意,中立,非常同意,中立,同意,非常同意,同意,同意,同意,非常同意,非常同意,中立,不同意,中立,1-3次,中立,不同意,中立,中立,同意,沒有,,,,從不,從不,每日3-4小時,每日3-4小時,有,每日1小時內,每日3-4小時,每日1-2小時,每日1-2小時,每日1小時內,有,每10至30個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,從不,每10至30個帖子會表達反應／留言／分享一次,有,每5至10個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,從不,每10至30個帖子會表達反應／留言／分享一次,沒有,,,,,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每30個以上帖子表達反應／留言／分享一次,信任,信任,中立,信任,中立,中立,中立,不信任,信任,信任,女,20,社會科學院,Year 2,學士
2020-08-24 23:53:52,2020-08-25 00:00:58,IP Address,45.120.2.73,100,426,True,2020-08-25 00:00:58,R_3Jle6jn4QMjQYVz,,,,,22.2794952392578125,114.14599609375,anonymous,EN,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,同意,中立,同意,同意,不同意,非常同意,非常同意,同意,中立,非常同意,同意,非常同意,同意,中立,同意,非常不同意,非常同意,非常同意,非常同意,非常同意,中立,4-5次,非常同意,非常同意,非常同意,非常同意,非常同意,沒有,,,,從不,從不,每日1小時內,從不,有,每日1-2小時,每日3-4小時,每日3-4小時,每日1-2小時,從不,有,從不,從不,從不,從不,有,從不,從不,從不,從不,沒有,,,,,從不,從不,從不,從不,中立,中立,中立,中立,中立,中立,中立,不信任,信任,信任,女,23,文學院,Year 3,學士
2020-08-24 23:33:06,2020-08-25 00:12:21,IP Address,123.202.250.129,100,2354,True,2020-08-25 00:12:21,R_1NyPzFYZTQZtfP5,,,,,22.283294677734375,113.95001220703125,anonymous,EN,非常同意,同意,非常同意,同意,中立,中立,同意,同意,同意,同意,同意,同意,同意,同意,同意,中立,非常同意,同意,非常不同意,非常同意,同意,同意,同意,非常同意,非常同意,中立,同意,中立,1-3次,不同意,中立,同意,同意,同意,沒有,,,,從不,從不,從不,每日1小時內,有,每日1小時內,每日1小時內,從不,從不,每日1小時內,有,從不,每30個以上帖子表達反應／留言／分享一次,從不,從不,有,從不,每30個以上帖子表達反應／留言／分享一次,從不,從不,沒有,,,,,從不,從不,從不,從不,信任,不信任,中立,信任,信任,中立,信任,非常不信任,信任,信任,女,20,商學院,Year 2,學士
2020-08-25 00:23:05,2020-08-25 00:27:20,IP Address,37.120.210.84,100,254,True,2020-08-25 00:27:21,R_2PhFNRkqI4xV4oM,,,,,35.6128997802734375,139.743988037109375,anonymous,EN,同意,同意,同意,同意,不同意,不同意,不同意,不同意,中立,同意,同意,中立,同意,同意,同意,不同意,同意,中立,同意,同意,同意,同意,中立,同意,同意,中立,同意,中立,1-3次,同意,同意,同意,同意,同意,有,每10至30個帖子會表達反應／留言／分享一次,從不,從不,從不,從不,每日1小時內,每日1小時內,有,每日1-2小時,每日1-2小時,從不,每日1小時內,每日1小時內,有,每5至10個帖子會表達反應／留言／分享一次,從不,從不,從不,有,每5至10個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,從不,從不,沒有,,,,,從不,從不,從不,從不,中立,中立,不信任,中立,中立,信任,中立,非常不信任,中立,中立,男,21,工程學院,Year 2,學士
2020-08-25 00:30:13,2020-08-25 00:35:31,IP Address,116.48.179.223,100,318,True,2020-08-25 00:35:32,R_3Rxr6xt2ufb7uxx,,,,,22.2794952392578125,114.14599609375,anonymous,EN,非常同意,非常同意,非常同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,不同意,同意,同意,同意,同意,同意,同意,同意,非常同意,同意,同意,不同意,同意,0次,同意,非常同意,非常同意,非常同意,同意,有,每30個以上帖子表達反應／留言／分享一次,從不,從不,從不,每日1小時內,每日1小時內,每日1小時內,有,每日1小時內,每日1小時內,每日1-2小時,每日1小時內,每日1小時內,有,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,有,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,沒有,,,,,每30個以上帖子表達反應／留言／分享一次,從不,從不,從不,信任,信任,信任,中立,中立,信任,中立,中立,信任,中立,男,19,工程學院,Year 3,學士
2020-08-25 00:34:48,2020-08-25 00:37:24,IP Address,209.58.185.231,100,155,True,2020-08-25 00:37:24,R_1eQnV3cNzBkd3g0,,,,,22.2794952392578125,114.14599609375,anonymous,EN,非常同意,非常同意,非常同意,中立,不同意,不同意,非常同意,非常同意,中立,不同意,不同意,不同意,非常同意,非常同意,非常同意,不同意,非常同意,不同意,非常同意,非常同意,非常同意,同意,同意,非常同意,非常同意,非常同意,不同意,不同意,7次以上,非常同意,非常同意,非常同意,非常同意,非常同意,沒有,,,,從不,從不,從不,每日4小時以上,有,每日1小時內,每日3-4小時,每日1小時內,每日4小時以上,從不,有,從不,從不,從不,從不,有,從不,從不,從不,從不,沒有,,,,,從不,從不,從不,從不,中立,不信任,中立,信任,信任,非常信任,信任,不信任,中立,不信任,男,21,工程學院,Year 2,學士
2020-08-25 00:39:43,2020-08-25 00:43:55,IP Address,119.236.248.52,100,251,True,2020-08-25 00:43:55,R_vdXRmNPPEDOBLBD,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,中立,同意,不同意,同意,同意,中立,同意,同意,同意,同意,非常同意,同意,同意,中立,非常同意,中立,非常同意,同意,中立,同意,同意,非常同意,同意,同意,中立,中立,1-3次,同意,同意,同意,同意,同意,沒有,,,,從不,從不,從不,每日1-2小時,有,每日1小時內,每日1小時內,從不,每日1小時內,每日1小時內,有,從不,從不,從不,每30個以上帖子表達反應／留言／分享一次,有,從不,從不,從不,從不,沒有,,,,,從不,從不,從不,從不,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,男,22,理學院,Year 3,學士
2020-08-25 00:48:34,2020-08-25 00:51:53,IP Address,61.244.123.89,100,199,True,2020-08-25 00:51:54,R_2BqRdnM40RrVb4W,,,,,22.399993896484375,113.983306884765625,anonymous,EN,非常同意,非常同意,同意,中立,不同意,同意,同意,非常同意,不同意,不同意,中立,不同意,非常同意,非常同意,同意,同意,同意,非常同意,非常同意,中立,中立,非常同意,非常同意,非常同意,非常同意,非常同意,中立,不同意,0次,不同意,不同意,同意,同意,非常同意,沒有,,,,從不,從不,每日1小時內,每日1-2小時,沒有,,,,,,,,,,,,,,,,,,,,,,,,,信任,信任,信任,信任,信任,非常信任,中立,非常信任,中立,中立,男,20,工程學院,Year 3,學士
2020-08-25 01:09:59,2020-08-25 01:19:19,IP Address,118.140.42.90,100,560,True,2020-08-25 01:19:19,R_9Fdrl0v0GfaX0kN,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,同意,中立,同意,不同意,同意,同意,中立,同意,中立,同意,同意,同意,不同意,非常同意,同意,非常同意,非常同意,非常同意,非常同意,同意,同意,不同意,同意,同意,中立,1-3次,非常同意,非常同意,非常同意,同意,非常同意,沒有,,,,從不,每日1小時內,每日1-2小時,每日3-4小時,有,每日1-2小時,從不,從不,每日1小時內,從不,有,每10至30個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每30個以上帖子表達反應／留言／分享一次,有,每10至30個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每30個以上帖子表達反應／留言／分享一次,有,從不,從不,從不,從不,每10至30個帖子會表達反應／留言／分享一次,從不,從不,從不,中立,中立,信任,信任,中立,信任,信任,非常不信任,非常不信任,中立,男,22,商學院,Year 5,學士
2020-08-25 01:28:40,2020-08-25 01:36:11,IP Address,58.153.178.217,100,450,True,2020-08-25 01:36:11,R_2e5c4PZ19oSaeMf,,,,,22.2794952392578125,114.14599609375,anonymous,EN,非常同意,非常同意,非常同意,同意,中立,非常同意,不同意,中立,不同意,同意,同意,不同意,非常同意,非常同意,非常同意,同意,同意,同意,非常同意,同意,中立,非常同意,非常同意,同意,非常同意,非常不同意,非常同意,不同意,4-5次,非常同意,非常同意,中立,中立,同意,有,幾乎每個帖子都會表達反應／留言／分享一次,從不,從不,每日1小時內,從不,從不,每日3-4小時,有,每日1-2小時,每日1小時內,每日1小時內,每日1-2小時,每日1-2小時,有,每5至10個帖子會表達反應／留言／分享一次,從不,從不,從不,有,每5至10個帖子會表達反應／留言／分享一次,從不,從不,從不,沒有,,,,,幾乎每個帖子都會表達反應／留言／分享一次,從不,每5至10個帖子會表達反應／留言／分享一次,從不,信任,中立,信任,中立,不信任,信任,信任,中立,信任,中立,男,21,社會科學院,Year 4,學士
2020-08-25 01:34:47,2020-08-25 01:39:19,IP Address,223.17.216.174,100,271,True,2020-08-25 01:39:19,R_2sQKa9snVTIQwUH,,,,,22.3166961669921875,114.18328857421875,anonymous,EN,同意,同意,同意,中立,中立,同意,同意,同意,同意,同意,同意,不同意,同意,同意,同意,同意,非常同意,同意,同意,同意,同意,同意,同意,非常同意,同意,同意,同意,不同意,4-5次,同意,不同意,同意,同意,同意,有,從不,從不,從不,從不,從不,每日1小時內,每日1-2小時,有,每日1小時內,每日1小時內,從不,從不,從不,有,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每30個以上帖子表達反應／留言／分享一次,有,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,從不,有,每10至30個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,從不,每10至30個帖子會表達反應／留言／分享一次,從不,每30個以上帖子表達反應／留言／分享一次,從不,中立,不信任,中立,中立,中立,中立,中立,不信任,中立,中立,女,20,社會科學院,Year 4,學士
2020-08-25 01:52:26,2020-08-25 01:56:34,IP Address,138.19.110.127,100,248,True,2020-08-25 01:56:35,R_2rD9HOfPMiUd54p,,,,,22.38330078125,114.18328857421875,anonymous,EN,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,中立,同意,同意,不同意,不同意,同意,同意,同意,同意,同意,不同意,不同意,同意,不同意,同意,同意,同意,1-3次,非常同意,同意,非常同意,同意,非常同意,沒有,,,,從不,從不,每日1小時內,每日1-2小時,有,每日1小時內,每日1小時內,每日1-2小時,每日1小時內,從不,有,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,有,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,沒有,,,,,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,信任,中立,中立,中立,不信任,信任,信任,非常不信任,信任,中立,男,20,社會科學院,Year 4,學士
2020-08-25 01:50:29,2020-08-25 01:56:39,IP Address,60.246.70.111,100,369,True,2020-08-25 01:56:39,R_2t5x6gF0HLyAfol,,,,,22.1999969482421875,113.54998779296875,anonymous,EN,非常同意,非常同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,中立,中立,同意,同意,同意,同意,同意,同意,中立,非常同意,非常同意,同意,中立,同意,1-3次,同意,同意,中立,非常同意,同意,有,幾乎每個帖子都會表達反應／留言／分享一次,每5至10個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,每日1小時內,每日1小時內,每日1小時內,每日1-2小時,沒有,,,,,,,,,,,,,,,,,,,,,,,,,中立,中立,中立,中立,不信任,信任,中立,中立,信任,中立,男,20,工程學院,Year 3,學士
2020-08-25 02:00:03,2020-08-25 02:04:52,IP Address,182.239.89.92,100,288,True,2020-08-25 02:04:52,R_2V7rbXcoDWYQdyi,,,,,22.2794952392578125,114.14599609375,anonymous,EN,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,同意,非常同意,非常同意,同意,同意,同意,同意,非常同意,同意,非常同意,非常同意,非常同意,非常同意,4-5次,同意,同意,同意,同意,非常同意,有,幾乎每個帖子都會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每日1-2小時,每日1小時內,每日1小時內,每日1-2小時,有,每日1-2小時,每日1小時內,每日1小時內,每日1小時內,每日1小時內,有,幾乎每個帖子都會表達反應／留言／分享一次,每5至10個帖子會表達反應／留言／分享一次,從不,每5至10個帖子會表達反應／留言／分享一次,有,幾乎每個帖子都會表達反應／留言／分享一次,每5至10個帖子會表達反應／留言／分享一次,從不,每5至10個帖子會表達反應／留言／分享一次,有,每5至10個帖子會表達反應／留言／分享一次,每5至10個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每5至10個帖子會表達反應／留言／分享一次,每5至10個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,從不,每5至10個帖子會表達反應／留言／分享一次,信任,中立,中立,信任,中立,信任,信任,非常不信任,信任,中立,男,20,社會科學院,Year 3,學士
2020-08-25 02:09:32,2020-08-25 02:13:46,IP Address,124.217.188.161,100,253,True,2020-08-25 02:13:46,R_3kujhr5af8hW5UA,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,同意,同意,同意,中立,同意,中立,同意,同意,中立,非常同意,同意,同意,非常同意,同意,中立,同意,同意,同意,同意,同意,同意,同意,中立,中立,同意,1-3次,非常同意,同意,同意,同意,非常同意,沒有,,,,每日1-2小時,從不,每日1小時內,每日1-2小時,有,從不,每日1-2小時,每日1小時內,每日1小時內,每日1小時內,有,從不,從不,從不,從不,沒有,,,,,有,從不,從不,從不,從不,從不,從不,從不,從不,信任,中立,中立,信任,中立,信任,信任,信任,信任,中立,女,19,工程學院,Year 2,學士
2020-08-25 02:10:00,2020-08-25 02:15:56,IP Address,14.0.170.203,100,355,True,2020-08-25 02:15:56,R_2EaFSNYjH04nspu,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,同意,不同意,非常同意,同意,同意,同意,同意,同意,非常同意,同意,同意,同意,同意,同意,中立,同意,非常同意,非常同意,非常同意,非常同意,同意,同意,同意,同意,同意,4-5次,同意,同意,非常同意,非常同意,同意,有,每5至10個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,從不,每日1小時內,從不,每日4小時以上,沒有,,,,,,,,,,,,,,,,,,,,,,,,,中立,非常不信任,中立,信任,信任,信任,信任,非常不信任,非常信任,中立,男,22,文學院,Year 4,學士
2020-08-25 02:35:15,2020-08-25 02:38:24,IP Address,137.189.240.36,100,189,True,2020-08-25 02:38:25,R_sUvCnj72akMvIjv,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,非常同意,同意,同意,非常同意,同意,非常同意,中立,同意,同意,同意,非常同意,非常同意,同意,同意,非常同意,同意,不同意,同意,中立,同意,同意,同意,同意,非常同意,中立,中立,1-3次,不同意,同意,同意,同意,非常同意,沒有,,,,從不,從不,從不,每日1-2小時,沒有,,,,,,,,,,,,,,,,,,,,,,,,,信任,中立,中立,不信任,不信任,信任,信任,不信任,信任,中立,男,21,商學院,Year 4,學士
2020-08-25 02:38:47,2020-08-25 02:42:25,IP Address,119.247.128.173,100,218,True,2020-08-25 02:42:26,R_1rCDAUwk3kZOQL5,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,中立,中立,同意,同意,中立,中立,同意,同意,同意,不同意,同意,同意,同意,不同意,同意,同意,中立,同意,同意,同意,不同意,同意,非常同意,同意,中立,同意,1-3次,不同意,中立,同意,非常同意,同意,有,每5至10個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,從不,從不,從不,每日1小時內,沒有,,,,,,,,,,,,,,,,,,,,,,,,,中立,非常不信任,非常不信任,中立,信任,不信任,信任,非常不信任,信任,中立,男,21,工程學院,Year 4,學士
2020-08-25 03:33:45,2020-08-25 03:36:44,IP Address,223.17.79.166,100,178,True,2020-08-25 03:36:44,R_VJq7Pwf4m085fTb,,,,,22.2794952392578125,114.14599609375,anonymous,EN,中立,中立,同意,不同意,不同意,中立,同意,同意,同意,中立,非常同意,同意,同意,同意,同意,同意,同意,同意,中立,非常同意,同意,同意,中立,非常同意,同意,同意,同意,同意,1-3次,非常同意,非常同意,非常同意,非常同意,同意,沒有,,,,每日1小時內,從不,每日1小時內,每日1-2小時,沒有,,,,,,,,,,,,,,,,,,,,,,,,,信任,不信任,中立,信任,中立,信任,信任,非常不信任,中立,中立,女,22,醫學院,Year 3,學士
2020-08-25 04:10:53,2020-08-25 04:15:41,IP Address,219.78.51.66,100,287,True,2020-08-25 04:15:41,R_11Z3pgPFr0tz0Fj,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,同意,中立,同意,中立,中立,中立,中立,中立,不同意,同意,同意,同意,不同意,同意,不同意,同意,同意,同意,同意,同意,同意,同意,中立,中立,不同意,4-5次,不同意,不同意,不同意,同意,同意,沒有,,,,從不,從不,每日1-2小時,每日1-2小時,有,每日1-2小時,每日1-2小時,從不,每日1小時內,從不,有,從不,從不,從不,從不,有,從不,從不,從不,從不,沒有,,,,,從不,從不,從不,從不,信任,信任,中立,信任,中立,信任,信任,信任,信任,中立,女,19,醫學院,Year 2,學士
2020-08-25 04:38:33,2020-08-25 04:41:02,IP Address,1.36.97.51,100,149,True,2020-08-25 04:41:03,R_PLKcEc01TqLyE81,,,,,22.2794952392578125,114.14599609375,anonymous,EN,非常同意,非常同意,非常同意,同意,同意,同意,同意,同意,同意,同意,同意,不同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,0次,不同意,同意,同意,同意,同意,沒有,,,,從不,從不,每日1小時內,每日1-2小時,沒有,,,,,,,,,,,,,,,,,,,,,,,,,信任,信任,信任,信任,中立,信任,信任,中立,中立,中立,男,20,工程學院,Year 3,學士
2020-08-25 06:14:36,2020-08-25 06:17:45,IP Address,14.0.227.31,100,188,True,2020-08-25 06:17:46,R_1rfFiVniwjC28MM,,,,,22.2794952392578125,114.14599609375,anonymous,EN,非常同意,非常同意,非常同意,中立,同意,同意,同意,同意,同意,同意,同意,不同意,非常同意,同意,同意,同意,同意,同意,不同意,同意,同意,同意,同意,同意,非常同意,中立,中立,中立,1-3次,不同意,中立,不同意,中立,中立,沒有,,,,每日1小時內,從不,每日1小時內,每日1小時內,沒有,,,,,,,,,,,,,,,,,,,,,,,,,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,男,21,社會科學院,Year 4,學士
2020-08-25 06:31:01,2020-08-25 06:33:39,IP Address,125.59.163.38,100,157,True,2020-08-25 06:33:39,R_31u3gs1FTKoOUCP,,,,,22.283294677734375,113.95001220703125,anonymous,EN,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,中立,非常同意,中立,不同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,1-3次,同意,非常同意,非常同意,非常同意,非常同意,沒有,,,,從不,從不,從不,每日1小時內,沒有,,,,,,,,,,,,,,,,,,,,,,,,,中立,中立,中立,中立,中立,信任,中立,非常不信任,信任,中立,男,21,社會科學院,Year 4,學士
2020-08-25 07:11:00,2020-08-25 07:20:44,IP Address,223.18.202.122,100,583,True,2020-08-25 07:20:44,R_YQxJrt1y4jx9uzn,,,,,22.38330078125,114.18328857421875,anonymous,EN,同意,同意,同意,同意,同意,同意,中立,同意,中立,同意,中立,同意,同意,同意,同意,同意,同意,中立,不同意,同意,中立,中立,中立,同意,同意,同意,同意,同意,1-3次,同意,中立,同意,同意,同意,沒有,,,,從不,每日1小時內,每日1小時內,每日1小時內,有,每日1小時內,每日1-2小時,每日1小時內,每日1小時內,每日1小時內,有,每10至30個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每30個以上帖子表達反應／留言／分享一次,有,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每30個以上帖子表達反應／留言／分享一次,沒有,,,,,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每30個以上帖子表達反應／留言／分享一次,中立,中立,信任,信任,中立,中立,中立,中立,中立,中立,女,19,社會科學院,Year 2,學士
2020-08-25 07:28:59,2020-08-25 07:32:09,IP Address,183.179.132.242,100,189,True,2020-08-25 07:32:09,R_2S1yuDQnTu1oRez,,,,,22.3166961669921875,114.216705322265625,anonymous,EN,同意,同意,同意,同意,同意,非常同意,中立,中立,中立,同意,同意,中立,同意,同意,同意,同意,同意,同意,同意,中立,同意,中立,中立,同意,同意,同意,中立,中立,1-3次,不同意,同意,同意,同意,同意,有,從不,從不,從不,每日1小時內,每日1小時內,每日1小時內,每日1-2小時,有,每日1-2小時,每日1-2小時,從不,每日1小時內,每日1小時內,有,每30個以上帖子表達反應／留言／分享一次,從不,從不,從不,沒有,,,,,沒有,,,,,從不,從不,從不,從不,信任,信任,信任,信任,信任,信任,信任,中立,非常信任,中立,男,19,社會科學院,Year 2,學士
